DIN53LX MF,Ultra Hi Performance DIN (Car & Passenger Vehicle),12,60,242,175,175,C Polarity STD Terminal,600,105,40,Car & Passenger Vehicles,Ultra Hi Performance DIN,ALFA ROMEO,156,2000,2002,2.0 16V T.SPARK (932A21__) Petrol Front-Wheel Drive Sedan,Petrol,Front-Wheel Drive,Sedan,932_,AR 32310,110,No
DIN53L MF,Hi Performance DIN (Car & Passenger Vehicle),12,54,242,175,175,C Polarity STD Terminal,500,90,30,Car & Passenger Vehicles,Hi Performance DIN,ALFA ROMEO,156,2000,2002,2.0 16V T.SPARK (932A21__) Petrol Front-Wheel Drive Sedan,Petrol,Front-Wheel Drive,Sedan,932_,AR 32310,110,No
DIN53LX MF,Ultra Hi Performance DIN (Car & Passenger Vehicle),12,60,242,175,175,C Polarity STD Terminal,600,105,40,Car & Passenger Vehicles,Ultra Hi Performance DIN,ALFA ROMEO,156,1999,2002,2.0 16V T.SPARK (932A2) Petrol Front-Wheel Drive Sedan,Petrol,Front-Wheel Drive,Sedan,932_,"AR 32301,AR 32310",114,No
DIN53L MF,Hi Performance DIN (Car & Passenger Vehicle),12,54,242,175,175,C Polarity STD Terminal,500,90,30,Car & Passenger Vehicles,Hi Performance DIN,ALFA ROMEO,156,1999,2002,2.0 16V T.SPARK (932A2) Petrol Front-Wheel Drive Sedan,Petrol,Front-Wheel Drive,Sedan,932_,"AR 32301,AR 32310",114,No
DIN65L MF,Hi Performance DIN (Car & Passenger Vehicle),12,63,277,175,175,C Polarity STD Terminal,580,120,30,Car & Passenger Vehicles,Hi Performance DIN,ALFA ROMEO,156,1999,2002,2.5 V6 24V (932A1) Petrol Front-Wheel Drive Sedan,Petrol,Front-Wheel Drive,Sedan,932_,AR 32401,140,No
DIN53LX MF,Ultra Hi Performance DIN (Car & Passenger Vehicle),12,60,242,175,175,C Polarity STD Terminal,600,105,40,Car & Passenger Vehicles,Ultra Hi Performance DIN,ALFA ROMEO,155,1995,1997,2.0 T.S. 16V (167.A2G) Petrol Front-Wheel Drive Sedan,Petrol,Front-Wheel Drive,Sedan,167_,"AR 67299,AR 67204",110,No
DIN53L MF,Hi Performance DIN (Car & Passenger Vehicle),12,54,242,175,175,C Polarity STD Terminal,500,90,30,Car & Passenger Vehicles,Hi Performance DIN,ALFA ROMEO,155,1995,1997,2.0 T.S. 16V (167.A2G) Petrol Front-Wheel Drive Sedan,Petrol,Front-Wheel Drive,Sedan,167_,"AR 67299,AR 67204",110,No
DIN53LHX MF,Ultra Hi Performance DIN (Car & Passenger Vehicle),12,60,242,175,190,C Polarity STD Terminal,600,105,40,Car & Passenger Vehicles,Ultra Hi Performance DIN,ALFA ROMEO,159,2009,2012,1.8 TBi (939.AXN1B) Petrol Front-Wheel Drive Sedan,Petrol,Front-Wheel Drive,Sedan,939_,939 B1.000,147,No
DIN53LH MF,Hi Performance DIN (Car & Passenger Vehicle),12,55,242,175,190,C Polarity STD Terminal,500,90,30,Car & Passenger Vehicles,Hi Performance DIN,ALFA ROMEO,159,2009,2012,1.8 TBi (939.AXN1B) Petrol Front-Wheel Drive Sedan,Petrol,Front-Wheel Drive,Sedan,939_,939 B1.000,147,No
DIN75LHX MF,Ultra Hi Performance DIN (Car & Passenger Vehicle),12,90,315,175,190,C Polarity STD Terminal,910,180,40,Car & Passenger Vehicles,Ultra Hi Performance DIN,ALFA ROMEO,159,2007,2012,2.4 JTDM (939.BXM1B) Diesel Front-Wheel Drive Wagon,Diesel,Front-Wheel Drive,Wagon,939_,939 A9.000,154,No
DIN75LH MF,Hi Performance DIN (Car & Passenger Vehicle),12,90,315,175,190,C Polarity STD Terminal,750,160,30,Car & Passenger Vehicles,Hi Performance DIN,ALFA ROMEO,159,2007,2012,2.4 JTDM (939.BXM1B) Diesel Front-Wheel Drive Wagon,Diesel,Front-Wheel Drive,Wagon,939_,939 A9.000,154,No
DIN53LHX MF,Ultra Hi Performance DIN (Car & Passenger Vehicle),12,60,242,175,190,C Polarity STD Terminal,600,105,40,Car & Passenger Vehicles,Ultra Hi Performance DIN,ALFA ROMEO,159,2009,2011,1.8 TBi (939BXN1B) Petrol Front-Wheel Drive Wagon,Petrol,Front-Wheel Drive,Wagon,939_,939 B1.000,147,No
DIN53LH MF,Hi Performance DIN (Car & Passenger Vehicle),12,55,242,175,190,C Polarity STD Terminal,500,90,30,Car & Passenger Vehicles,Hi Performance DIN,ALFA ROMEO,159,2009,2011,1.8 TBi (939BXN1B) Petrol Front-Wheel Drive Wagon,Petrol,Front-Wheel Drive,Wagon,939_,939 B1.000,147,No
DIN75L MF,Hi Performance DIN (Car & Passenger Vehicle),12,80,315,175,175,C Polarity STD Terminal,730,135,30,Car & Passenger Vehicles,Hi Performance DIN,ALFA ROMEO,159,2008,2011,3.2 JTS (939BXH1B) Petrol Front-Wheel Drive Wagon,Petrol,Front-Wheel Drive,Wagon,939_,939 A.000,191,No
DIN75LHX MF,Ultra Hi Performance DIN (Car & Passenger Vehicle),12,90,315,175,190,C Polarity STD Terminal,910,180,40,Car & Passenger Vehicles,Ultra Hi Performance DIN,ALFA ROMEO,159,2007,2011,2.4 JTDM (939AXD) Diesel Front-Wheel Drive Sedan,Diesel,Front-Wheel Drive,Sedan,939_,939 A9.000,154,No
DIN75LH MF,Hi Performance DIN (Car & Passenger Vehicle),12,90,315,175,190,C Polarity STD Terminal,750,160,30,Car & Passenger Vehicles,Hi Performance DIN,ALFA ROMEO,159,2007,2011,2.4 JTDM (939AXD) Diesel Front-Wheel Drive Sedan,Diesel,Front-Wheel Drive,Sedan,939_,939 A9.000,154,No
DIN75LHX MF,Ultra Hi Performance DIN (Car & Passenger Vehicle),12,90,315,175,190,C Polarity STD Terminal,910,180,40,Car & Passenger Vehicles,Ultra Hi Performance DIN,ALFA ROMEO,159,2006,2011,"1.9 JTDM 16V (939BXC1B, 939BXC12) Diesel Front-Wheel Drive Wagon",Diesel,Front-Wheel Drive,Wagon,939_,939 A2.000,110,No
DIN75LH MF,Hi Performance DIN (Car & Passenger Vehicle),12,90,315,175,190,C Polarity STD Terminal,750,160,30,Car & Passenger Vehicles,Hi Performance DIN,ALFA ROMEO,159,2006,2011,"1.9 JTDM 16V (939BXC1B, 939BXC12) Diesel Front-Wheel Drive Wagon",Diesel,Front-Wheel Drive,Wagon,939_,939 A2.000,110,No
DIN65LHX MF,Ultra Hi Performance DIN (Car & Passenger Vehicle),12,77,277,175,190,C Polarity STD Terminal,760,145,40,Car & Passenger Vehicles,Ultra Hi Performance DIN,ALFA ROMEO,159,2006,2011,"2.2 JTS (939AXB1B, 939AXB11) Petrol Front-Wheel Drive Sedan",Petrol,Front-Wheel Drive,Sedan,939_,939 A5.000,136,No
DIN65LH MF,Hi Performance DIN (Car & Passenger Vehicle),12,75,277,175,190,C Polarity STD Terminal,650,130,30,Car & Passenger Vehicles,Hi Performance DIN,ALFA ROMEO,159,2006,2011,"2.2 JTS (939AXB1B, 939AXB11) Petrol Front-Wheel Drive Sedan",Petrol,Front-Wheel Drive,Sedan,939_,939 A5.000,136,No
DIN65LHX MF,Ultra Hi Performance DIN (Car & Passenger Vehicle),12,77,277,175,190,C Polarity STD Terminal,760,145,40,Car & Passenger Vehicles,Ultra Hi Performance DIN,ALFA ROMEO,159,2006,2011,"2.2 JTS (939BXB1B, 939BXB11) Petrol Front-Wheel Drive Wagon",Petrol,Front-Wheel Drive,Wagon,939_,939 A5.000,136,No
DIN65LH MF,Hi Performance DIN (Car & Passenger Vehicle),12,75,277,175,190,C Polarity STD Terminal,650,130,30,Car & Passenger Vehicles,Hi Performance DIN,ALFA ROMEO,159,2006,2011,"2.2 JTS (939BXB1B, 939BXB11) Petrol Front-Wheel Drive Wagon",Petrol,Front-Wheel Drive,Wagon,939_,939 A5.000,136,No
DIN75LHX MF,Ultra Hi Performance DIN (Car & Passenger Vehicle),12,90,315,175,190,C Polarity STD Terminal,910,180,40,Car & Passenger Vehicles,Ultra Hi Performance DIN,ALFA ROMEO,159,2006,2011,"2.4 JTDM (939AXD12, 939AXD1B) Diesel Front-Wheel Drive Sedan",Diesel,Front-Wheel Drive,Sedan,939_,939 A3.000,147,No
DIN75LH MF,Hi Performance DIN (Car & Passenger Vehicle),12,90,315,175,190,C Polarity STD Terminal,750,160,30,Car & Passenger Vehicles,Hi Performance DIN,ALFA ROMEO,159,2006,2011,"2.4 JTDM (939AXD12, 939AXD1B) Diesel Front-Wheel Drive Sedan",Diesel,Front-Wheel Drive,Sedan,939_,939 A3.000,147,No
DIN75LHX MF,Ultra Hi Performance DIN (Car & Passenger Vehicle),12,90,315,175,190,C Polarity STD Terminal,910,180,40,Car & Passenger Vehicles,Ultra Hi Performance DIN,ALFA ROMEO,159,2006,2011,"2.4 JTDM (939BXD1B, 939BXD12) Diesel Front-Wheel Drive Wagon",Diesel,Front-Wheel Drive,Wagon,939_,939 A3.000,147,No
DIN75LH MF,Hi Performance DIN (Car & Passenger Vehicle),12,90,315,175,190,C Polarity STD Terminal,750,160,30,Car & Passenger Vehicles,Hi Performance DIN,ALFA ROMEO,159,2006,2011,"2.4 JTDM (939BXD1B, 939BXD12) Diesel Front-Wheel Drive Wagon",Diesel,Front-Wheel Drive,Wagon,939_,939 A3.000,147,No
DIN75L MF,Hi Performance DIN (Car & Passenger Vehicle),12,80,315,175,175,C Polarity STD Terminal,730,135,30,Car & Passenger Vehicles,Hi Performance DIN,ALFA ROMEO,159,2006,2011,"3.2 JTS Q4 (939BXG2B, 939BXG22) Petrol All-wheel Drive Wagon",Petrol,All-wheel Drive,Wagon,939_,939 A.000,191,No
DIN75LHX MF,Ultra Hi Performance DIN (Car & Passenger Vehicle),12,90,315,175,190,C Polarity STD Terminal,910,180,40,Car & Passenger Vehicles,Ultra Hi Performance DIN,ALFA ROMEO,159,2005,2011,"1.9 JTDM 16V (939AXC1B, 939AXC12) Diesel Front-Wheel Drive Sedan",Diesel,Front-Wheel Drive,Sedan,939_,939 A2.000,110,No
DIN75LH MF,Hi Performance DIN (Car & Passenger Vehicle),12,90,315,175,190,C Polarity STD Terminal,750,160,30,Car & Passenger Vehicles,Hi Performance DIN,ALFA ROMEO,159,2005,2011,"1.9 JTDM 16V (939AXC1B, 939AXC12) Diesel Front-Wheel Drive Sedan",Diesel,Front-Wheel Drive,Sedan,939_,939 A2.000,110,No
DIN75L MF,Hi Performance DIN (Car & Passenger Vehicle),12,80,315,175,175,C Polarity STD Terminal,730,135,30,Car & Passenger Vehicles,Hi Performance DIN,ALFA ROMEO,159,2005,2011,"3.2 JTS Q4 (939AXH1B, 939AXG22) Petrol All-wheel Drive Sedan",Petrol,All-wheel Drive,Sedan,939_,939 A.000,191,No
DIN65LHX MF,Ultra Hi Performance DIN (Car & Passenger Vehicle),12,77,277,175,190,C Polarity STD Terminal,760,145,40,Car & Passenger Vehicles,Ultra Hi Performance DIN,ALFA ROMEO,166,2004,2007,3.0 V6 24V (936A11__) Petrol Front-Wheel Drive Sedan,Petrol,Front-Wheel Drive,Sedan,936_,AR 36101,162,No
DIN65LH MF,Hi Performance DIN (Car & Passenger Vehicle),12,75,277,175,190,C Polarity STD Terminal,650,130,30,Car & Passenger Vehicles,Hi Performance DIN,ALFA ROMEO,166,2004,2007,3.0 V6 24V (936A11__) Petrol Front-Wheel Drive Sedan,Petrol,Front-Wheel Drive,Sedan,936_,AR 36101,162,No
DIN65LHX MF,Ultra Hi Performance DIN (Car & Passenger Vehicle),12,77,277,175,190,C Polarity STD Terminal,760,145,40,Car & Passenger Vehicles,Ultra Hi Performance DIN,ALFA ROMEO,166,1999,2004,"3.0 V6 24V (936A1000, 936A1001) Petrol Front-Wheel Drive Sedan",Petrol,Front-Wheel Drive,Sedan,936_,"AR 34301,AR 34302",166,No
DIN65LH MF,Hi Performance DIN (Car & Passenger Vehicle),12,75,277,175,190,C Polarity STD Terminal,650,130,30,Car & Passenger Vehicles,Hi Performance DIN,ALFA ROMEO,166,1999,2004,"3.0 V6 24V (936A1000, 936A1001) Petrol Front-Wheel Drive Sedan",Petrol,Front-Wheel Drive,Sedan,936_,"AR 34301,AR 34302",166,No
DIN65LHX MF,Ultra Hi Performance DIN (Car & Passenger Vehicle),12,77,277,175,190,C Polarity STD Terminal,760,145,40,Car & Passenger Vehicles,Ultra Hi Performance DIN,ALFA ROMEO,164,1992,1998,"3.0 V6 (164.H1A, 164.H1B, 164.K1P) Petrol Front-Wheel Drive Sedan",Petrol,Front-Wheel Drive,Sedan,164_,"AR 64399,AR 64303,AR 66303,AR 64305",132,No
DIN65LH MF,Hi Performance DIN (Car & Passenger Vehicle),12,75,277,175,190,C Polarity STD Terminal,650,130,30,Car & Passenger Vehicles,Hi Performance DIN,ALFA ROMEO,164,1992,1998,"3.0 V6 (164.H1A, 164.H1B, 164.K1P) Petrol Front-Wheel Drive Sedan",Petrol,Front-Wheel Drive,Sedan,164_,"AR 64399,AR 64303,AR 66303,AR 64305",132,No
DIN65LHX MF,Ultra Hi Performance DIN (Car & Passenger Vehicle),12,77,277,175,190,C Polarity STD Terminal,760,145,40,Car & Passenger Vehicles,Ultra Hi Performance DIN,ALFA ROMEO,164,1993,1995,"3.0 (164AG, 164H1) Petrol Front-Wheel Drive Sedan",Petrol,Front-Wheel Drive,Sedan,164_,AR 64304,156,No
DIN65LH MF,Hi Performance DIN (Car & Passenger Vehicle),12,75,277,175,190,C Polarity STD Terminal,650,130,30,Car & Passenger Vehicles,Hi Performance DIN,ALFA ROMEO,164,1993,1995,"3.0 (164AG, 164H1) Petrol Front-Wheel Drive Sedan",Petrol,Front-Wheel Drive,Sedan,164_,AR 64304,156,No
DIN65LHX MF,Ultra Hi Performance DIN (Car & Passenger Vehicle),12,77,277,175,190,C Polarity STD Terminal,760,145,40,Car & Passenger Vehicles,Ultra Hi Performance DIN,ALFA ROMEO,164,1990,1992,3.0 i.e. QV (164.AG) Petrol Front-Wheel Drive Sedan,Petrol,Front-Wheel Drive,Sedan,164_,"AR 06430,AR 64301",147,No
DIN65LH MF,Hi Performance DIN (Car & Passenger Vehicle),12,75,277,175,190,C Polarity STD Terminal,650,130,30,Car & Passenger Vehicles,Hi Performance DIN,ALFA ROMEO,164,1990,1992,3.0 i.e. QV (164.AG) Petrol Front-Wheel Drive Sedan,Petrol,Front-Wheel Drive,Sedan,164_,"AR 06430,AR 64301",147,No
DIN65LHX MF,Ultra Hi Performance DIN (Car & Passenger Vehicle),12,77,277,175,190,C Polarity STD Terminal,760,145,40,Car & Passenger Vehicles,Ultra Hi Performance DIN,ALFA ROMEO,164,1989,1992,"3.0 V6 (164.AD, 164.AH, 164.AB) Petrol Front-Wheel Drive Sedan",Petrol,Front-Wheel Drive,Sedan,164_,AR 06412,135,No
DIN65LH MF,Hi Performance DIN (Car & Passenger Vehicle),12,75,277,175,190,C Polarity STD Terminal,650,130,30,Car & Passenger Vehicles,Hi Performance DIN,ALFA ROMEO,164,1989,1992,"3.0 V6 (164.AD, 164.AH, 164.AB) Petrol Front-Wheel Drive Sedan",Petrol,Front-Wheel Drive,Sedan,164_,AR 06412,135,No
DIN65L MF,Hi Performance DIN (Car & Passenger Vehicle),12,63,277,175,175,C Polarity STD Terminal,580,120,30,Car & Passenger Vehicles,Hi Performance DIN,ALFA ROMEO,1900,1954,1959,1.9 Super Petrol Rear-Wheel Drive Sedan,Petrol,Rear-Wheel Drive,Sedan,190_,AR01308,66,No
DIN65L MF,Hi Performance DIN (Car & Passenger Vehicle),12,63,277,175,175,C Polarity STD Terminal,580,120,30,Car & Passenger Vehicles,Hi Performance DIN,ALFA ROMEO,1900,1954,1959,1.9 ti Super Petrol Rear-Wheel Drive Sedan,Petrol,Rear-Wheel Drive,Sedan,190_,AR01308,85,No
DIN65L MF,Hi Performance DIN (Car & Passenger Vehicle),12,63,277,175,175,C Polarity STD Terminal,580,120,30,Car & Passenger Vehicles,Hi Performance DIN,ALFA ROMEO,2600,1962,1969,2.6 Petrol Rear-Wheel Drive Sedan,Petrol,Rear-Wheel Drive,Sedan,117_,AR 10632,96,No
DIN65L MF,Hi Performance DIN (Car & Passenger Vehicle),12,63,277,175,175,C Polarity STD Terminal,580,120,30,Car & Passenger Vehicles,Hi Performance DIN,ALFA ROMEO,2600,1962,1966,2.6 Petrol Rear-Wheel Drive Coupe,Petrol,Rear-Wheel Drive,Coupe,117_,AR 10632,107,No
DIN65L MF,Hi Performance DIN (Car & Passenger Vehicle),12,63,277,175,175,C Polarity STD Terminal,580,120,30,Car & Passenger Vehicles,Hi Performance DIN,ALFA ROMEO,2600,1961,1965,2.6 Petrol Rear-Wheel Drive Convertible,Petrol,Rear-Wheel Drive,Convertible,117_,AR 00601,107,No
NS70X MF,"Ultra Hi Performance (SUV, 4x4 & Light Commercial)",12,82,259,171,202,D Polarity STD Terminal,720,150,30,"SUV, 4x4 & Light Commercial",Ultra Hi Performance,ALFA ROMEO,1750-2000,1971,1975,2000 (105) Petrol Rear-Wheel Drive Sedan,Petrol,Rear-Wheel Drive,Sedan,105_,AR 10520,97,No
NS70 MF,"Hi Performance (SUV, 4x4 & Light Commercial)",12,75,259,171,202,D Polarity STD Terminal,650,140,20,"SUV, 4x4 & Light Commercial",Hi Performance,ALFA ROMEO,1750-2000,1971,1975,2000 (105) Petrol Rear-Wheel Drive Sedan,Petrol,Rear-Wheel Drive,Sedan,105_,AR 10520,97,No
NS70X MF,"Ultra Hi Performance (SUV, 4x4 & Light Commercial)",12,82,259,171,202,D Polarity STD Terminal,720,150,30,"SUV, 4x4 & Light Commercial",Ultra Hi Performance,ALFA ROMEO,1750-2000,1968,1972,"1750 (105,48) Petrol Rear-Wheel Drive Sedan",Petrol,Rear-Wheel Drive,Sedan,105_,AR 00548,83,No
NS70 MF,"Hi Performance (SUV, 4x4 & Light Commercial)",12,75,259,171,202,D Polarity STD Terminal,650,140,20,"SUV, 4x4 & Light Commercial",Hi Performance,ALFA ROMEO,1750-2000,1968,1972,"1750 (105,48) Petrol Rear-Wheel Drive Sedan",Petrol,Rear-Wheel Drive,Sedan,105_,AR 00548,83,No
DIN53LHX MF,Ultra Hi Performance DIN (Car & Passenger Vehicle),12,60,242,175,190,C Polarity STD Terminal,600,105,40,Car & Passenger Vehicles,Ultra Hi Performance DIN,ALFA ROMEO,4C SPIDER,2014,2019,"1.8 (960.DXB1A, 960CXB1A) Petrol Rear-Wheel Drive Convertible",Petrol,Rear-Wheel Drive,Convertible,960_,"960 A1.000,EBC",177,No
DIN53LH MF,Hi Performance DIN (Car & Passenger Vehicle),12,55,242,175,190,C Polarity STD Terminal,500,90,30,Car & Passenger Vehicles,Hi Performance DIN,ALFA ROMEO,4C SPIDER,2014,2019,"1.8 (960.DXB1A, 960CXB1A) Petrol Rear-Wheel Drive Convertible",Petrol,Rear-Wheel Drive,Convertible,960_,"960 A1.000,EBC",177,No
DIN53LHX MF,Ultra Hi Performance DIN (Car & Passenger Vehicle),12,60,242,175,190,C Polarity STD Terminal,600,105,40,Car & Passenger Vehicles,Ultra Hi Performance DIN,ALFA ROMEO,90,1986,1987,"2.5 i.e. V6 (162.A, 162.AA) Petrol Rear-Wheel Drive Sedan",Petrol,Rear-Wheel Drive,Sedan,162_,"AR 01646,AR 01911",110,No
DIN53LH MF,Hi Performance DIN (Car & Passenger Vehicle),12,55,242,175,190,C Polarity STD Terminal,500,90,30,Car & Passenger Vehicles,Hi Performance DIN,ALFA ROMEO,90,1986,1987,"2.5 i.e. V6 (162.A, 162.AA) Petrol Rear-Wheel Drive Sedan",Petrol,Rear-Wheel Drive,Sedan,162_,"AR 01646,AR 01911",110,No
DIN53LHX MF,Ultra Hi Performance DIN (Car & Passenger Vehicle),12,60,242,175,190,C Polarity STD Terminal,600,105,40,Car & Passenger Vehicles,Ultra Hi Performance DIN,ALFA ROMEO,90,1984,1987,2.5 i.e. V6 (162A) Petrol Rear-Wheel Drive Sedan,Petrol,Rear-Wheel Drive,Sedan,162_,AR 01646,114,No
DIN53LH MF,Hi Performance DIN (Car & Passenger Vehicle),12,55,242,175,190,C Polarity STD Terminal,500,90,30,Car & Passenger Vehicles,Hi Performance DIN,ALFA ROMEO,90,1984,1987,2.5 i.e. V6 (162A) Petrol Rear-Wheel Drive Sedan,Petrol,Rear-Wheel Drive,Sedan,162_,AR 01646,114,No
75D23R MF,Ultra Hi Performance (Car & Passenger Vehicle),12,70,231,171,202,D Polarity STD Terminal,620,120,40,Car & Passenger Vehicles,Ultra Hi Performance,ALFA ROMEO,ALFETTA GT,1978,1986,2.0 (11610) Petrol Rear-Wheel Drive Coupe,Petrol,Rear-Wheel Drive,Coupe,116_,AR 01623,89,No
67 MF,Ultra Hi Performance (Car & Passenger Vehicle),12,64,231,171,184,D Polarity STD Terminal,640,115,40,Car & Passenger Vehicles,Ultra Hi Performance,ALFA ROMEO,ALFETTA GT,1978,1986,2.0 (11610) Petrol Rear-Wheel Drive Coupe,Petrol,Rear-Wheel Drive,Coupe,116_,AR 01623,89,No
57 MF,Hi Performance (Car & Passenger Vehicle),12,57,231,171,184,D Polarity STD Terminal,560,100,30,Car & Passenger Vehicles,Hi Performance,ALFA ROMEO,ALFETTA GT,1978,1986,2.0 (11610) Petrol Rear-Wheel Drive Coupe,Petrol,Rear-Wheel Drive,Coupe,116_,AR 01623,89,No
