reason,part_number,make,model,year_from,year_to,description,engine_type,body_type,engine_code,power_kw
"No matching vehicle found in DB",DIN75LH AGM,HOLDEN,"ACADIA",2018,2019,"AC 3.6 Petrol Front-Wheel Drive SUV",Petrol,SUV,"LGX",231
"No matching vehicle found in DB",75D23L MF,HOLDEN,"APOLLO",1995,1997,"JP 2.2 i Petrol Front-Wheel Drive Sedan",Petrol,Sedan,"5S-FE",93
"No matching vehicle found in DB",55D23L MF,HOLDEN,"APOLLO",1995,1997,"JP 2.2 i Petrol Front-Wheel Drive Sedan",Petrol,Sedan,"5S-FE",93
"No matching vehicle found in DB",75D23L MF,HOLDEN,"APOLLO",1995,1997,"JP 2.2 i Petrol Front-Wheel Drive Wagon",Petrol,Wagon,"5S-FE",93
"No matching vehicle found in DB",55D23L MF,HOLDEN,"APOLLO",1995,1997,"JP 2.2 i Petrol Front-Wheel Drive Wagon",Petrol,Wagon,"5S-FE",93
"No matching vehicle found in DB",75D23L MF,HOLDEN,"APOLLO",1995,1997,"JP 3.0 i Petrol Front-Wheel Drive Sedan",Petrol,Sedan,"3VZ-FE",136
"No matching vehicle found in DB",55D23L MF,HOLDEN,"APOLLO",1995,1997,"JP 3.0 i Petrol Front-Wheel Drive Sedan",Petrol,Sedan,"3VZ-FE",136
"No matching vehicle found in DB",75D23L MF,HOLDEN,"APOLLO",1993,1995,"JM 2.2 i Petrol Front-Wheel Drive Sedan",Petrol,Sedan,"5S-FE",93
"No matching vehicle found in DB",55D23L MF,HOLDEN,"APOLLO",1993,1995,"JM 2.2 i Petrol Front-Wheel Drive Sedan",Petrol,Sedan,"5S-FE",93
"No matching vehicle found in DB",75D23L MF,HOLDEN,"APOLLO",1993,1995,"JM 2.2 i Petrol Front-Wheel Drive Wagon",Petrol,Wagon,"5S-FE",93
"No matching vehicle found in DB",55D23L MF,HOLDEN,"APOLLO",1993,1995,"JM 2.2 i Petrol Front-Wheel Drive Wagon",Petrol,Wagon,"5S-FE",93
"No matching vehicle found in DB",75D23L MF,HOLDEN,"APOLLO",1993,1995,"JM 3.0 i Petrol Front-Wheel Drive Sedan",Petrol,Sedan,"3VZ-FE",136
"No matching vehicle found in DB",55D23L MF,HOLDEN,"APOLLO",1993,1995,"JM 3.0 i Petrol Front-Wheel Drive Sedan",Petrol,Sedan,"3VZ-FE",136
"No matching vehicle found in DB",75D23L MF,HOLDEN,"APOLLO",1993,1995,"JM 3.0 i Petrol Front-Wheel Drive Wagon",Petrol,Wagon,"3VZ-FE",136
"No matching vehicle found in DB",55D23L MF,HOLDEN,"APOLLO",1993,1995,"JM 3.0 i Petrol Front-Wheel Drive Wagon",Petrol,Wagon,"3VZ-FE",136
"No matching vehicle found in DB",68 MF,HOLDEN,"APOLLO",1991,1993,"JL 2.0 i Petrol Front-Wheel Drive Sedan",Petrol,Sedan,"3S-FE",88
"No matching vehicle found in DB",58 MF,HOLDEN,"APOLLO",1991,1993,"JL 2.0 i Petrol Front-Wheel Drive Sedan",Petrol,Sedan,"3S-FE",88
"No matching vehicle found in DB",68 MF,HOLDEN,"APOLLO",1991,1993,"JL 2.0 i Petrol Front-Wheel Drive Wagon",Petrol,Wagon,"3S-FE",88
"No matching vehicle found in DB",58 MF,HOLDEN,"APOLLO",1991,1993,"JL 2.0 i Petrol Front-Wheel Drive Wagon",Petrol,Wagon,"3S-FE",88
"No matching vehicle found in DB",68 MF,HOLDEN,"APOLLO",1989,1991,"JK 2.0 i Petrol Front-Wheel Drive Sedan",Petrol,Sedan,"3S-FE",88
"No matching vehicle found in DB",58 MF,HOLDEN,"APOLLO",1989,1991,"JK 2.0 i Petrol Front-Wheel Drive Sedan",Petrol,Sedan,"3S-FE",88
"No matching vehicle found in DB",68 MF,HOLDEN,"APOLLO",1989,1991,"JK 2.0 i Petrol Front-Wheel Drive Wagon",Petrol,Wagon,"3S-FE",88
"No matching vehicle found in DB",58 MF,HOLDEN,"APOLLO",1989,1991,"JK 2.0 i Petrol Front-Wheel Drive Wagon",Petrol,Wagon,"3S-FE",88
"No matching vehicle found in DB",68 MF,HOLDEN,"APOLLO",1989,1991,"JK 2.0 Petrol Front-Wheel Drive Sedan",Petrol,Sedan,"3S-FC",82
"No matching vehicle found in DB",58 MF,HOLDEN,"APOLLO",1989,1991,"JK 2.0 Petrol Front-Wheel Drive Sedan",Petrol,Sedan,"3S-FC",82
"No matching vehicle found in DB",68 MF,HOLDEN,"APOLLO",1989,1991,"JK 2.0 Petrol Front-Wheel Drive Wagon",Petrol,Wagon,"3S-FC",82
"No matching vehicle found in DB",58 MF,HOLDEN,"APOLLO",1989,1991,"JK 2.0 Petrol Front-Wheel Drive Wagon",Petrol,Wagon,"3S-FC",82
"No matching vehicle found in DB",DIN53LHX MF,HOLDEN,"BARINA",2013,2016,"TM 1.4 RS Turbo Petrol Front-Wheel Drive Hatchback",Petrol,Hatchback,"A 14 NET",103
"No matching vehicle found in DB",DIN53LH MF,HOLDEN,"BARINA",2013,2016,"TM 1.4 RS Turbo Petrol Front-Wheel Drive Hatchback",Petrol,Hatchback,"A 14 NET",103
"No matching vehicle found in DB",DIN53LHX MF,HOLDEN,"BARINA",2012,2016,"TM 1.6 i Petrol Front-Wheel Drive Sedan",Petrol,Sedan,"F16D4",85
"No matching vehicle found in DB",DIN53LH MF,HOLDEN,"BARINA",2012,2016,"TM 1.6 i Petrol Front-Wheel Drive Sedan",Petrol,Sedan,"F16D4",85
"No matching vehicle found in DB",DIN65L MF,HOLDEN,"BARINA",2004,2005,"XC 1.4 Efi Petrol Front-Wheel Drive Hatchback",Petrol,Hatchback,"Z 14 XEP",66
"No matching vehicle found in DB",DIN65L MF,HOLDEN,"BARINA",2000,2005,"XC 1.4 Sfi Petrol Front-Wheel Drive Hatchback",Petrol,Hatchback,"Z 14 XE,X 14 XE",66
"No matching vehicle found in DB",DIN65L MF,HOLDEN,"BARINA",2000,2005,"XC 1.8 SRi Petrol Front-Wheel Drive Hatchback",Petrol,Hatchback,"Z 18 XE",92
"No matching vehicle found in DB",DIN53LX MF,HOLDEN,"BARINA",1997,2001,"SB 1.4 i Petrol Front-Wheel Drive Hatchback",Petrol,Hatchback,"C 14 SE",60
"No matching vehicle found in DB",DIN53L MF,HOLDEN,"BARINA",1997,2001,"SB 1.4 i Petrol Front-Wheel Drive Hatchback",Petrol,Hatchback,"C 14 SE",60
"No matching vehicle found in DB",DIN53LX MF,HOLDEN,"BARINA",1997,2000,"SB 1.4 i Petrol Front-Wheel Drive Convertible",Petrol,Convertible,"C 14 SE",60
"No matching vehicle found in DB",DIN53L MF,HOLDEN,"BARINA",1997,2000,"SB 1.4 i Petrol Front-Wheel Drive Convertible",Petrol,Convertible,"C 14 SE",60
"No matching vehicle found in DB",DIN53LX MF,HOLDEN,"BARINA",1994,1998,"SB 1.6 i Petrol Front-Wheel Drive Hatchback",Petrol,Hatchback,"X 16 XE",78
"No matching vehicle found in DB",DIN53L MF,HOLDEN,"BARINA",1994,1998,"SB 1.6 i Petrol Front-Wheel Drive Hatchback",Petrol,Hatchback,"X 16 XE",78
"No matching vehicle found in DB",DIN53LX MF,HOLDEN,"BARINA",1994,1997,"SB 1.2 i Petrol Front-Wheel Drive Hatchback",Petrol,Hatchback,"C 12 NZ",33
"No matching vehicle found in DB",DIN53L MF,HOLDEN,"BARINA",1994,1997,"SB 1.2 i Petrol Front-Wheel Drive Hatchback",Petrol,Hatchback,"C 12 NZ",33
"No matching vehicle found in DB",DIN53LX MF,HOLDEN,"BARINA",1994,1997,"SB 1.4 i Petrol Front-Wheel Drive Hatchback",Petrol,Hatchback,"C 14 NZ",44
"No matching vehicle found in DB",DIN53L MF,HOLDEN,"BARINA",1994,1997,"SB 1.4 i Petrol Front-Wheel Drive Hatchback",Petrol,Hatchback,"C 14 NZ",44
"No matching vehicle found in DB",NS40Z MF,HOLDEN,"BARINA",1991,1994,"MH 1.3 GL Petrol Front-Wheel Drive Hatchback",Petrol,Hatchback,"G13BA",50
"No matching vehicle found in DB",NS40Z MF,HOLDEN,"BARINA",1989,1991,"MF 1.3 GL Petrol Front-Wheel Drive Hatchback",Petrol,Hatchback,"G13BA",50
"No matching vehicle found in DB",NS40Z MF,HOLDEN,"BARINA",1986,1989,"ML 1.3 Petrol Front-Wheel Drive Hatchback",Petrol,Hatchback,"G13A",50
"No matching vehicle found in DB",NS40Z MF,HOLDEN,"BARINA",1985,1986,"MB 1.3 GL Petrol Front-Wheel Drive Hatchback",Petrol,Hatchback,"G13A",52
"No matching vehicle found in DB",DIN44LH MF,HOLDEN,"BARINA SPARK",2010,2015,"MJ 1.2 i Auto Petrol Front-Wheel Drive Hatchback",Petrol,Hatchback,"B12D2",63
"No matching vehicle found in DB",DIN44LH MF,HOLDEN,"BARINA SPARK",2010,2015,"MJ 1.2 i Manual Petrol Front-Wheel Drive Hatchback",Petrol,Hatchback,"B12D1",59
"No matching vehicle found in DB",DIN75LH AGM,HOLDEN,"ASTRA",2016,2020,"BK 1.4 Petrol Front-Wheel Drive Hatchback",Petrol,Hatchback,"B 14 XFT",110
"No matching vehicle found in DB",DIN65LH AGM,HOLDEN,"ASTRA",2016,2020,"BK 1.4 Petrol Front-Wheel Drive Hatchback",Petrol,Hatchback,"B 14 XFT",110
"No matching vehicle found in DB",DIN44LH MF,HOLDEN,"ASTRA",2016,2020,"BK 1.4 Petrol Front-Wheel Drive Hatchback",Petrol,Hatchback,"B 14 XFT",110
"No matching vehicle found in DB",DIN75LH AGM,HOLDEN,"ASTRA",2016,2020,"BK 1.6 Petrol Front-Wheel Drive Hatchback",Petrol,Hatchback,"B 16 SHT",147
"No matching vehicle found in DB",DIN65LH AGM,HOLDEN,"ASTRA",2016,2020,"BK 1.6 Petrol Front-Wheel Drive Hatchback",Petrol,Hatchback,"B 16 SHT",147
"No matching vehicle found in DB",DIN75LH AGM,HOLDEN,"ASTRA",2017,2018,"BK 1.4 Petrol Front-Wheel Drive Wagon",Petrol,Wagon,"B 14 XFT",110
"No matching vehicle found in DB",DIN65LH AGM,HOLDEN,"ASTRA",2017,2018,"BK 1.4 Petrol Front-Wheel Drive Wagon",Petrol,Wagon,"B 14 XFT",110
"No matching vehicle found in DB",DIN44LH MF,HOLDEN,"ASTRA",2017,2018,"BK 1.4 Petrol Front-Wheel Drive Wagon",Petrol,Wagon,"B 14 XFT",110
"No matching vehicle found in DB",DIN53LHX MF,HOLDEN,"ASTRA",2017,2018,"BL 1.4 Petrol Front-Wheel Drive Sedan",Petrol,Sedan,"B 14 XFT",110
"No matching vehicle found in DB",DIN53LH MF,HOLDEN,"ASTRA",2017,2018,"BL 1.4 Petrol Front-Wheel Drive Sedan",Petrol,Sedan,"B 14 XFT",110
"No matching vehicle found in DB",DIN65LHX MF,HOLDEN,"ASTRA",2014,2016,"PJ 1.6 GTC Sport Petrol Front-Wheel Drive Hatchback",Petrol,Hatchback,"B 16 SHL",125
"No matching vehicle found in DB",DIN65LH MF,HOLDEN,"ASTRA",2014,2016,"PJ 1.6 GTC Sport Petrol Front-Wheel Drive Hatchback",Petrol,Hatchback,"B 16 SHL",125
"No matching vehicle found in DB",DIN75LH AGM,HOLDEN,"ASTRA",2014,2016,"PJ 1.6 GTC Sport Petrol Front-Wheel Drive Hatchback",Petrol,Hatchback,"B 16 SHT",147
"No matching vehicle found in DB",DIN65LH AGM,HOLDEN,"ASTRA",2014,2016,"PJ 1.6 GTC Sport Petrol Front-Wheel Drive Hatchback",Petrol,Hatchback,"B 16 SHT",147
"No matching vehicle found in DB",DIN75LH AGM,HOLDEN,"ASTRA",2014,2016,"PJ 2.0 VXR Petrol Front-Wheel Drive Hatchback",Petrol,Hatchback,"A 20 NFT",206
"No matching vehicle found in DB",DIN65L MF,HOLDEN,"ASTRA",2008,2010,"AH 2.2 i Petrol Front-Wheel Drive Convertible",Petrol,Convertible,"Z 22 YH",110
"No matching vehicle found in DB",DIN65L MF,HOLDEN,"ASTRA",2007,2010,"AH 1.8 i Petrol Front-Wheel Drive Coupe",Petrol,Coupe,"Z 18 XER",103
"No matching vehicle found in DB",DIN65L MF,HOLDEN,"ASTRA",2007,2010,"AH 1.8 i Petrol Front-Wheel Drive Hatchback",Petrol,Hatchback,"Z 18 XER",103
"No matching vehicle found in DB",DIN65L MF,HOLDEN,"ASTRA",2007,2010,"AH 1.8 i Petrol Front-Wheel Drive Wagon",Petrol,Wagon,"Z 18 XER",103
"No matching vehicle found in DB",DIN65L MF,HOLDEN,"ASTRA",2006,2010,"AH 2.0 i Turbo Petrol Front-Wheel Drive Coupe",Petrol,Coupe,"Z 20 LER",147
"No matching vehicle found in DB",DIN65L MF,HOLDEN,"ASTRA",2006,2008,"AH 2.2 i Petrol Front-Wheel Drive Coupe",Petrol,Coupe,"Z 22 YH",110
"No matching vehicle found in DB",DIN65L MF,HOLDEN,"ASTRA",2006,2008,"AH 2.2 i Petrol Front-Wheel Drive Hatchback",Petrol,Hatchback,"Z 22 YH",110
"No matching vehicle found in DB",DIN65L MF,HOLDEN,"ASTRA",2006,2008,"AH 2.2 Petrol Front-Wheel Drive Coupe",Petrol,Coupe,"Z 22 YH",110
"No matching vehicle found in DB",DIN65L MF,HOLDEN,"ASTRA",2005,2008,"AH 1.8 i Petrol Front-Wheel Drive Coupe",Petrol,Coupe,"Z 18 XE",90
"No matching vehicle found in DB",DIN65L MF,HOLDEN,"ASTRA",2005,2007,"AH 1.8 i Petrol Front-Wheel Drive Wagon",Petrol,Wagon,"Z 18 XE",90
"No matching vehicle found in DB",DIN65L MF,HOLDEN,"ASTRA",2004,2007,"AH 1.8 i Petrol Front-Wheel Drive Hatchback",Petrol,Hatchback,"Z 18 XE",90
"No matching vehicle found in DB",DIN65L MF,HOLDEN,"ASTRA",2002,2006,"TS 2.2 i Petrol Front-Wheel Drive Convertible",Petrol,Convertible,"Z 22 SE",108
"No matching vehicle found in DB",DIN65L MF,HOLDEN,"ASTRA",2000,2005,"TS 1.8 i Petrol Front-Wheel Drive Hatchback",Petrol,Hatchback,"Z 18 XE",90
"No matching vehicle found in DB",DIN65L MF,HOLDEN,"ASTRA",2000,2005,"TS 1.8 i Petrol Front-Wheel Drive Sedan",Petrol,Sedan,"Z 18 XE",90
"No matching vehicle found in DB",DIN65L MF,HOLDEN,"ASTRA",2003,2004,"TS 2.0 i Turbo Petrol Front-Wheel Drive Hatchback",Petrol,Hatchback,"Z 20 LET",147
"No matching vehicle found in DB",DIN65L MF,HOLDEN,"ASTRA",2002,2004,"TS 2.0 i Turbo Petrol Front-Wheel Drive Convertible",Petrol,Convertible,"Z 20 LET,Z 20 LER",147
"No matching vehicle found in DB",DIN65L MF,HOLDEN,"ASTRA",2000,2004,"TS 2.2 i Petrol Front-Wheel Drive Hatchback",Petrol,Hatchback,"Z 22 SE",108
"No matching vehicle found in DB",DIN65L MF,HOLDEN,"ASTRA",1998,2000,"TS 1.8 i Petrol Front-Wheel Drive Hatchback",Petrol,Hatchback,"X 18 XE1",85
"No matching vehicle found in DB",DIN65L MF,HOLDEN,"ASTRA",1998,2000,"TS 1.8 i Petrol Front-Wheel Drive Sedan",Petrol,Sedan,"X 18 XE1",85
"No matching vehicle found in DB",DIN65L MF,HOLDEN,"ASTRA",1996,1998,"TR 1.8 i Petrol Front-Wheel Drive Hatchback",Petrol,Hatchback,"C 18 XEL",85
"No matching vehicle found in DB",DIN65L MF,HOLDEN,"ASTRA",1996,1998,"TR 1.8 SRi Petrol Front-Wheel Drive Sedan",Petrol,Sedan,"C 18 XEL",85
"No matching vehicle found in DB",DIN65L MF,HOLDEN,"ASTRA",1995,1998,"TR 1.6 CD Petrol Front-Wheel Drive Hatchback",Petrol,Hatchback,"C 16 SE",74
"No matching vehicle found in DB",DIN65L MF,HOLDEN,"ASTRA",1995,1998,"TR 1.6 CD Petrol Front-Wheel Drive Sedan",Petrol,Sedan,"C 16 SE",74
"No matching vehicle found in DB",DIN65L MF,HOLDEN,"ASTRA",1995,1998,"TR 2.0 GSi Petrol Front-Wheel Drive Hatchback",Petrol,Hatchback,"X 20 XEV",100
"No matching vehicle found in DB",DIN65L MF,HOLDEN,"ASTRA",1987,1989,"LD 1.6 CD Petrol Front-Wheel Drive Hatchback",Petrol,Hatchback,"16LF",55
"No matching vehicle found in DB",DIN65L MF,HOLDEN,"ASTRA",1987,1989,"LD 1.6 CD Petrol Front-Wheel Drive Sedan",Petrol,Sedan,"16LF",55
"No matching vehicle found in DB",DIN65L MF,HOLDEN,"ASTRA",1987,1989,"LD 1.8 i Petrol Front-Wheel Drive Hatchback",Petrol,Hatchback,"18LE",79
"No matching vehicle found in DB",DIN65L MF,HOLDEN,"ASTRA",1987,1989,"LD 1.8 i Petrol Front-Wheel Drive Sedan",Petrol,Sedan,"18LE",79
"No matching vehicle found in DB",DIN65L MF,HOLDEN,"ASTRA",1986,1987,"LB,LC 1.6 CD Petrol Front-Wheel Drive Hatchback",Petrol,Hatchback,"E16",52
"No matching vehicle found in DB",DIN65L MF,HOLDEN,"ASTRA",1984,1986,"LB,LC 1.5 Petrol Front-Wheel Drive Hatchback",Petrol,Hatchback,"E15",51
"No matching vehicle found in DB",DIN53LHX MF,HOLDEN,"CAPTIVA 5",2012,2015,"CG 2.4 i Flex Petrol Front-Wheel Drive SUV",Petrol,SUV,"A 24 XE,LE9",123
"No matching vehicle found in DB",DIN53LH MF,HOLDEN,"CAPTIVA 5",2012,2015,"CG 2.4 i Flex Petrol Front-Wheel Drive SUV",Petrol,SUV,"A 24 XE,LE9",123
"No matching vehicle found in DB",DIN53LHX MF,HOLDEN,"CAPTIVA 5",2011,2015,"CG 2.4 i Petrol Front-Wheel Drive SUV",Petrol,SUV,"LE5,A 24 XE",123
"No matching vehicle found in DB",DIN53LH MF,HOLDEN,"CAPTIVA 5",2011,2015,"CG 2.4 i Petrol Front-Wheel Drive SUV",Petrol,SUV,"LE5,A 24 XE",123
"No matching vehicle found in DB",DIN53R MF,HOLDEN,"CAPTIVA 5",2009,2011,"CG 2.4 i AWD Petrol All-wheel Drive SUV",Petrol,SUV,"Z 24 SED",103
"No matching vehicle found in DB",DIN53R MF,HOLDEN,"CAPTIVA 5",2009,2011,"CG 2.4 i Petrol Front-Wheel Drive SUV",Petrol,SUV,"Z 24 SED",103
"No matching vehicle found in DB",DIN65RHX MF,HOLDEN,"CAPTIVA 5",2006,2008,"CG 3.2 i AWD Petrol All-wheel Drive SUV",Petrol,SUV,"LU1,Z 32 SEE",167
"No matching vehicle found in DB",DIN65RH MF,HOLDEN,"CAPTIVA 5",2006,2008,"CG 3.2 i AWD Petrol All-wheel Drive SUV",Petrol,SUV,"LU1,Z 32 SEE",167
"No matching vehicle found in DB",67 MF,HOLDEN,"CAMIRA",1987,1989,"JE 2.0 i Petrol Front-Wheel Drive Sedan",Petrol,Sedan,"C 20 JE",85
"No matching vehicle found in DB",57 MF,HOLDEN,"CAMIRA",1987,1989,"JE 2.0 i Petrol Front-Wheel Drive Sedan",Petrol,Sedan,"C 20 JE",85
"No matching vehicle found in DB",67 MF,HOLDEN,"CAMIRA",1987,1989,"JE 2.0 i Petrol Front-Wheel Drive Wagon",Petrol,Wagon,"C 20 JE",85
"No matching vehicle found in DB",57 MF,HOLDEN,"CAMIRA",1987,1989,"JE 2.0 i Petrol Front-Wheel Drive Wagon",Petrol,Wagon,"C 20 JE",85
"No matching vehicle found in DB",67 MF,HOLDEN,"CAMIRA",1986,1987,"JD 1.8 SPFi Petrol Front-Wheel Drive Sedan",Petrol,Sedan,"18JC",63
"No matching vehicle found in DB",57 MF,HOLDEN,"CAMIRA",1986,1987,"JD 1.8 SPFi Petrol Front-Wheel Drive Sedan",Petrol,Sedan,"18JC",63
"No matching vehicle found in DB",67 MF,HOLDEN,"CAMIRA",1986,1987,"JD 1.8 SPFi Petrol Front-Wheel Drive Wagon",Petrol,Wagon,"18JC",63
"No matching vehicle found in DB",57 MF,HOLDEN,"CAMIRA",1986,1987,"JD 1.8 SPFi Petrol Front-Wheel Drive Wagon",Petrol,Wagon,"18JC",63
"No matching vehicle found in DB",67 MF,HOLDEN,"CAMIRA",1984,1986,"JB 1.8 MPFi Petrol Front-Wheel Drive Wagon",Petrol,Wagon,"18JC",83
"No matching vehicle found in DB",57 MF,HOLDEN,"CAMIRA",1984,1986,"JB 1.8 MPFi Petrol Front-Wheel Drive Wagon",Petrol,Wagon,"18JC",83
"No matching vehicle found in DB",67 MF,HOLDEN,"CAMIRA",1984,1986,"JD 1.6 Petrol Front-Wheel Drive Sedan",Petrol,Sedan,"16JH",64
"No matching vehicle found in DB",57 MF,HOLDEN,"CAMIRA",1984,1986,"JD 1.6 Petrol Front-Wheel Drive Sedan",Petrol,Sedan,"16JH",64
"No matching vehicle found in DB",67 MF,HOLDEN,"CAMIRA",1984,1986,"JD 1.6 Petrol Front-Wheel Drive Wagon",Petrol,Wagon,"16JH",64
"No matching vehicle found in DB",57 MF,HOLDEN,"CAMIRA",1984,1986,"JD 1.6 Petrol Front-Wheel Drive Wagon",Petrol,Wagon,"16JH",64
"No matching vehicle found in DB",67 MF,HOLDEN,"CAMIRA",1984,1986,"JD 1.8 MPFi Petrol Front-Wheel Drive Sedan",Petrol,Sedan,"18JC",83
"No matching vehicle found in DB",57 MF,HOLDEN,"CAMIRA",1984,1986,"JD 1.8 MPFi Petrol Front-Wheel Drive Sedan",Petrol,Sedan,"18JC",83
"No matching vehicle found in DB",67 MF,HOLDEN,"CAMIRA",1982,1984,"JB 1.6 Petrol Front-Wheel Drive Sedan",Petrol,Sedan,"16JH",64
"No matching vehicle found in DB",57 MF,HOLDEN,"CAMIRA",1982,1984,"JB 1.6 Petrol Front-Wheel Drive Sedan",Petrol,Sedan,"16JH",64
"No matching vehicle found in DB",67 MF,HOLDEN,"CAMIRA",1982,1984,"JB 1.6 Petrol Front-Wheel Drive Wagon",Petrol,Wagon,"16JH",64
"No matching vehicle found in DB",57 MF,HOLDEN,"CAMIRA",1982,1984,"JB 1.6 Petrol Front-Wheel Drive Wagon",Petrol,Wagon,"16JH",64
"No matching vehicle found in DB",68 MF,HOLDEN,"CREWMAN",2006,2007,"VZ 3.6 i V6 Petrol Rear-Wheel Drive Ute",Petrol,Ute,"HB,LE0",180
"No matching vehicle found in DB",58 MF,HOLDEN,"CREWMAN",2006,2007,"VZ 3.6 i V6 Petrol Rear-Wheel Drive Ute",Petrol,Ute,"HB,LE0",180
"No matching vehicle found in DB",68 MF,HOLDEN,"CREWMAN",2006,2007,"VZ 6.0 i V8 Petrol Rear-Wheel Drive Ute",Petrol,Ute,"L98(364CUV8)",270
"No matching vehicle found in DB",58 MF,HOLDEN,"CREWMAN",2006,2007,"VZ 6.0 i V8 Petrol Rear-Wheel Drive Ute",Petrol,Ute,"L98(364CUV8)",270
"No matching vehicle found in DB",68 MF,HOLDEN,"CREWMAN",2005,2007,"VZ 3.6 i V6 4x4 Petrol All-wheel Drive Ute",Petrol,Ute,"HB,LE0",175
"No matching vehicle found in DB",58 MF,HOLDEN,"CREWMAN",2005,2007,"VZ 3.6 i V6 4x4 Petrol All-wheel Drive Ute",Petrol,Ute,"HB,LE0",175
"No matching vehicle found in DB",68 MF,HOLDEN,"CREWMAN",2005,2006,"VZ 6.0 i V8 4x4 Petrol All-wheel Drive Ute",Petrol,Ute,"L76,LS2(364CUV8)",260
"No matching vehicle found in DB",58 MF,HOLDEN,"CREWMAN",2005,2006,"VZ 6.0 i V8 4x4 Petrol All-wheel Drive Ute",Petrol,Ute,"L76,LS2(364CUV8)",260
"No matching vehicle found in DB",68 MF,HOLDEN,"CREWMAN",2005,2006,"VZ 6.0 i V8 SS/SS Thunder Petrol Rear-Wheel Drive Ute",Petrol,Ute,"L76,LS2(364CUV8)",260
"No matching vehicle found in DB",58 MF,HOLDEN,"CREWMAN",2005,2006,"VZ 6.0 i V8 SS/SS Thunder Petrol Rear-Wheel Drive Ute",Petrol,Ute,"L76,LS2(364CUV8)",260
"No matching vehicle found in DB",68 MF,HOLDEN,"CREWMAN",2004,2006,"VZ 3.6 i V6 Petrol Rear-Wheel Drive Ute",Petrol,Ute,"HB,LE0",175
"No matching vehicle found in DB",58 MF,HOLDEN,"CREWMAN",2004,2006,"VZ 3.6 i V6 Petrol Rear-Wheel Drive Ute",Petrol,Ute,"HB,LE0",175
"No matching vehicle found in DB",68 MF,HOLDEN,"CREWMAN",2004,2006,"VZ 5.7 i V8 4x4 Petrol All-wheel Drive Ute",Petrol,Ute,"LS1",235
"No matching vehicle found in DB",58 MF,HOLDEN,"CREWMAN",2004,2006,"VZ 5.7 i V8 4x4 Petrol All-wheel Drive Ute",Petrol,Ute,"LS1",235
"No matching vehicle found in DB",68 MF,HOLDEN,"CREWMAN",2004,2006,"VZ 5.7 i V8 Petrol Rear-Wheel Drive Ute",Petrol,Ute,"LS1",235
