brand,model,model_date_start,model_date_end,type,type_date_start,type_date_end,kw,cv,category,product_line,part_number,diameter,thickness,height,width,number_of_holes,brake_disc_type,centering,min_thickness,tightening_torque,units_per_box,braking_system,wear_indicator,wva_number,fmsi,accessories,position
INFINITI,Q70 (Y51),03/13,>,3.5 Hybrid,03/13,>,268,364,Brake pads,Prime Ceramic,P56058N,,16mm,59mm,157mm,,,,,,,Sumitomo,Acoustic,"23698, 23699",D888 7766,With anti-squeal shim,
INFINITI,Q70 (Y51),03/13,>,3.5 Hybrid,03/13,>,268,364,Brake pads,Prime,P 56 046,,14mm,37mm,105mm,,,,,,,Akebono,Acoustic,"23871, 23872, 24088","D1288 8405, D1393 8501, D1626 8842, D905 7784",With anti-squeal shim,
INFINITI,Q70 (Y51),03/13,>,3.5 Hybrid,03/13,>,268,364,Brake pads,Prime Ceramic,P56046N,,14mm,37mm,105mm,,,,,,,Akebono,Acoustic,"23871, 23872, 24088","D1288 8405, D1393 8501, D1626 8842, D905 7784",With anti-squeal shim,
INFINITI,Q70 (Y51),03/13,>,3.5 Hybrid,03/13,>,268,364,Brake pads,Xtra Ceramic,P56046NX,,14mm,37mm,105mm,,,,,,,Akebono,Acoustic,"23871, 23872, 24088","D1288 8405, D1393 8501, D1626 8842, D905 7784",With anti-squeal shim,
INFINITI,Q70 (Y51),03/13,>,3.7,03/13,>,235,320,Brake discs,Prime,09.E522.11,320mm,34mm,49mm,,5,Ventilated,68mm,32mm,,1,,,,,,
INFINITI,Q70 (Y51),03/13,>,3.7,03/13,>,235,320,Brake discs,Prime,09.D708.11,355mm,32mm,49mm,,5,Ventilated,68mm,30mm,,1,,,,,,
INFINITI,Q70 (Y51),03/13,>,3.7,03/13,>,235,320,Brake discs,Prime,09.B265.11,308mm,16mm,62mm,,5,Ventilated,68mm,14mm,,2,,,,,,
INFINITI,Q70 (Y51),03/13,>,3.7,03/13,>,235,320,Brake discs,Prime,09.E528.11,350mm,20mm,62mm,,5,Ventilated,68mm,18mm,,1,,,,,,
INFINITI,Q70 (Y51),03/13,>,3.7,03/13,>,235,320,Brake pads,Prime,P 56 089,,16mm,76mm,127mm,,,,,,,Akebono,Acoustic,"24920, 24994",D1346 8457,With anti-squeal shim,
INFINITI,Q70 (Y51),03/13,>,3.7,03/13,>,235,320,Brake pads,Prime Ceramic,P56089N,,16mm,76mm,127mm,,,,,,,Akebono,Acoustic,"24920, 24994",D1346 8457,With anti-squeal shim,
INFINITI,Q70 (Y51),03/13,>,3.7,03/13,>,235,320,Brake pads,Prime,P 56 058,,16mm,59mm,157mm,,,,,,,Sumitomo,Acoustic,"23698, 23699",D888 7766,With anti-squeal shim,
INFINITI,Q70 (Y51),03/13,>,3.7,03/13,>,235,320,Brake pads,Prime Ceramic,P56058N,,16mm,59mm,157mm,,,,,,,Sumitomo,Acoustic,"23698, 23699",D888 7766,With anti-squeal shim,
INFINITI,Q70 (Y51),03/13,>,3.7,03/13,>,235,320,Brake pads,Prime,P 56 095,,14mm,59mm,100mm,,,,,,,Akebono,Acoustic,"24921, 24995",D1347 8458,With anti-squeal shim,
INFINITI,Q70 (Y51),03/13,>,3.7,03/13,>,235,320,Brake pads,Prime Ceramic,P56095N,,14mm,59mm,100mm,,,,,,,Akebono,Acoustic,"24921, 24995",D1347 8458,With anti-squeal shim,
INFINITI,Q70 (Y51),03/13,>,3.7,03/13,>,235,320,Brake pads,Prime,P 56 046,,14mm,37mm,105mm,,,,,,,Akebono,Acoustic,"23871, 23872, 24088","D1288 8405, D1393 8501, D1626 8842, D905 7784",With anti-squeal shim,
INFINITI,Q70 (Y51),03/13,>,3.7,03/13,>,235,320,Brake pads,Prime Ceramic,P56046N,,14mm,37mm,105mm,,,,,,,Akebono,Acoustic,"23871, 23872, 24088","D1288 8405, D1393 8501, D1626 8842, D905 7784",With anti-squeal shim,
INFINITI,Q70 (Y51),03/13,>,3.7,03/13,>,235,320,Brake pads,Xtra Ceramic,P56046NX,,14mm,37mm,105mm,,,,,,,Akebono,Acoustic,"23871, 23872, 24088","D1288 8405, D1393 8501, D1626 8842, D905 7784",With anti-squeal shim,
INFINITI,QX30,04/16,>,2.0 AWD,09/16,>,155,211,Brake pads,Prime,P 50 093,,19mm,72mm,144mm,,,,,,,TRW,Prepared for wear indicator,24869,D1694 8920,With accessoriesWith anti-squeal shimWith brake caliper bolts,,
INFINITI,QX30,04/16,>,2.0 AWD,09/16,>,155,211,Brake pads,Prime Ceramic,P50093N,,19mm,72mm,144mm,,,,,,,TRW,Prepared for wear indicator,24869,D1694 8920,With accessoriesWith anti-squeal shimWith brake caliper bolts,,
INFINITI,QX30,04/16,>,2.0 AWD,09/16,>,155,211,Brake pads,Xtra,P 50 093X,,19mm,72mm,144mm,,,,,,,TRW,Prepared for wear indicator,24869,D1694 8920,With accessoriesWith anti-squeal shimWith brake caliper bolts,,
INFINITI,QX30,04/16,>,2.0 AWD,09/16,>,155,211,Brake pads,Prime,P 50 140,,19mm,59mm,106mm,,,,,,,TRW,Prepared for wear indicator,24848,D1646 8874,With accessoriesWith anti-squeal shimWith brake caliper bolts,,
INFINITI,QX30,04/16,>,2.0 AWD,09/16,>,155,211,Brake pads,Prime Ceramic,P50140N,,19mm,59mm,106mm,,,,,,,TRW,Prepared for wear indicator,24848,D1646 8874,With accessoriesWith anti-squeal shimWith brake caliper bolts,,
INFINITI,QX30,04/16,>,Wear indicator,09/16,>,155,211,Brake pad accessories,Prime,A 00 353,,,,,,,,,,,,,,,,,93mm
INFINITI,QX70,08/13,>,3.7 AWD,08/13,>,235,320,Brake discs,Prime,09.D708.11,355mm,32mm,49mm,,5,Ventilated,68mm,30mm,,1,,,,,,,,,
INFINITI,QX70,08/13,>,3.7 AWD,08/13,>,235,320,Brake discs,Prime,09.E528.11,350mm,20mm,62mm,,5,Ventilated,68mm,18mm,,1,,,,,,,,,
INFINITI,QX70,08/13,>,3.7 AWD,08/13,>,235,320,Brake pads,Prime,P 56 089,,16mm,76mm,127mm,,,,,,,Akebono,Acoustic,"24920, 24994",D1346 8457,With anti-squeal shim,,,,
INFINITI,QX70,08/13,>,3.7 AWD,08/13,>,235,320,Brake pads,Prime Ceramic,P56089N,,16mm,76mm,127mm,,,,,,,Akebono,Acoustic,"24920, 24994",D1346 8457,With anti-squeal shim,,,,
INFINITI,QX70,08/13,>,3.7 AWD,08/13,>,235,320,Brake pads,Prime,P 56 095,,14mm,59mm,100mm,,,,,,,Akebono,Acoustic,"24921, 24995",D1347 8458,With anti-squeal shim,,,,
INFINITI,QX70,08/13,>,3.7 AWD,08/13,>,235,320,Brake pads,Prime Ceramic,P56095N,,14mm,59mm,100mm,,,,,,,Akebono,Acoustic,"24921, 24995",D1347 8458,With anti-squeal shim,,,,
INFINITI,QX70,08/13,>,3.7 AWD,08/13,>,235,320,UPGRADE GT kit,GT | M6 | D,1N1.9014A_,380mm,34mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
INFINITI,QX70,08/13,>,3.7 AWD,08/13,>,235,320,UPGRADE GT kit,GT | M6 | TY1,1N2.9014A_,380mm,34mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
INFINITI,QX70,08/13,>,3.7 AWD,08/13,>,235,320,UPGRADE GT kit,GT | M6 | TY3,1N3.9014A_,380mm,34mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
INFINITI,QX70,08/13,>,3.7 AWD,08/13,>,235,320,UPGRADE GT kit,GT | M4 | D,2P1.8037A_,345mm,28mm,,,,,,,,,,,,,,,4,2 pieces,Monoblock
INFINITI,QX70,08/13,>,3.7 AWD,08/13,>,235,320,UPGRADE GT kit,GT | M4 | TY1,2P2.8037A_,345mm,28mm,,,,,,,,,,,,,,,4,2 pieces,Monoblock
INFINITI,QX70,08/13,>,3.7 AWD,08/13,>,235,320,UPGRADE GT kit,GT | M4 | TY3,2P3.8037A_,345mm,28mm,,,,,,,,,,,,,,,4,2 pieces,Monoblock
INFINITI,QX70,08/13,>,30d AWD,08/13,>,175,238,Brake discs,Prime,09.D708.11,355mm,32mm,49mm,,5,Ventilated,68mm,30mm,,1,,,,,,
INFINITI,QX70,08/13,>,30d AWD,08/13,>,175,238,Brake discs,Prime,09.E528.11,350mm,20mm,62mm,,5,Ventilated,68mm,18mm,,1,,,,,,
INFINITI,QX70,08/13,>,30d AWD,08/13,>,175,238,Brake pads,Prime,P 56 089,,16mm,76mm,127mm,,,,,,,Akebono,Acoustic,"24920, 24994",D1346 8457,With anti-squeal shim,
INFINITI,QX70,08/13,>,30d AWD,08/13,>,175,238,Brake pads,Prime Ceramic,P56089N,,16mm,76mm,127mm,,,,,,,Akebono,Acoustic,"24920, 24994",D1346 8457,With anti-squeal shim,
INFINITI,QX70,08/13,>,30d AWD,08/13,>,175,238,Brake pads,Prime,P 56 095,,14mm,59mm,100mm,,,,,,,Akebono,Acoustic,"24921, 24995",D1347 8458,With anti-squeal shim,
INFINITI,QX70,08/13,>,30d AWD,08/13,>,175,238,Brake pads,Prime Ceramic,P56095N,,14mm,59mm,100mm,,,,,,,Akebono,Acoustic,"24921, 24995",D1347 8458,With anti-squeal shim,
INFINITI,QX70,08/13,>,50 AWD,08/13,>,287,390,Brake discs,Prime,09.D708.11,355mm,32mm,49mm,,5,Ventilated,68mm,30mm,,1,,,,,,,,,
INFINITI,QX70,08/13,>,50 AWD,08/13,>,287,390,Brake discs,Prime,09.E528.11,350mm,20mm,62mm,,5,Ventilated,68mm,18mm,,1,,,,,,,,,
INFINITI,QX70,08/13,>,50 AWD,08/13,>,287,390,Brake pads,Prime,P 56 089,,16mm,76mm,127mm,,,,,,,Akebono,Acoustic,"24920, 24994",D1346 8457,With anti-squeal shim,,,,
INFINITI,QX70,08/13,>,50 AWD,08/13,>,287,390,Brake pads,Prime Ceramic,P56089N,,16mm,76mm,127mm,,,,,,,Akebono,Acoustic,"24920, 24994",D1346 8457,With anti-squeal shim,,,,
INFINITI,QX70,08/13,>,50 AWD,08/13,>,287,390,Brake pads,Prime,P 56 095,,14mm,59mm,100mm,,,,,,,Akebono,Acoustic,"24921, 24995",D1347 8458,With anti-squeal shim,,,,
INFINITI,QX70,08/13,>,50 AWD,08/13,>,287,390,Brake pads,Prime Ceramic,P56095N,,14mm,59mm,100mm,,,,,,,Akebono,Acoustic,"24921, 24995",D1347 8458,With anti-squeal shim,,,,
INFINITI,QX70,08/13,>,50 AWD,08/13,>,287,390,UPGRADE GT kit,GT | M6 | D,1N1.9014A_,380mm,34mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
INFINITI,QX70,08/13,>,50 AWD,08/13,>,287,390,UPGRADE GT kit,GT | M6 | TY1,1N2.9014A_,380mm,34mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
INFINITI,QX70,08/13,>,50 AWD,08/13,>,287,390,UPGRADE GT kit,GT | M6 | TY3,1N3.9014A_,380mm,34mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
INFINITI,QX70,08/13,>,50 AWD,08/13,>,287,390,UPGRADE GT kit,GT | M4 | D,2P1.8037A_,345mm,28mm,,,,,,,,,,,,,,,4,2 pieces,Monoblock
INFINITI,QX70,08/13,>,50 AWD,08/13,>,287,390,UPGRADE GT kit,GT | M4 | TY1,2P2.8037A_,345mm,28mm,,,,,,,,,,,,,,,4,2 pieces,Monoblock
INFINITI,QX70,08/13,>,50 AWD,08/13,>,287,390,UPGRADE GT kit,GT | M4 | TY3,2P3.8037A_,345mm,28mm,,,,,,,,,,,,,,,4,2 pieces,Monoblock
INFINITI,QX80,08/13,>,5.6 AWD,09/13,>,298,405,Brake discs,Prime,09.E234.11,350mm,30mm,43mm,,6,Ventilated,90mm,"28,5mm",,1,,,,,,,,,
INFINITI,QX80,08/13,>,5.6 AWD,09/13,>,298,405,Brake discs,Prime,09.B631.11,350mm,20mm,64mm,,6,Ventilated,82mm,18mm,,1,,,,,,,,,
INFINITI,QX80,08/13,>,5.6 AWD,09/13,>,298,405,Brake pads,Prime,P 56 081,,18mm,81 - 91mm,144mm,,,,,,,Akebono,Acoustic,"25240, 25241, 25242",D1748 8976,With accessoriesWith anti-squeal shimWith brake caliper bolts,,,,
INFINITI,QX80,08/13,>,5.6 AWD,09/13,>,298,405,Brake pads,Prime Ceramic,P56081N,,18mm,81 - 91mm,144mm,,,,,,,Akebono,Acoustic,"25240, 25241, 25242",D1748 8976,With accessoriesWith anti-squeal shimWith brake caliper bolts,,,,
INFINITI,QX80,08/13,>,5.6 AWD,09/13,>,298,405,Brake pads,Prime Ceramic,P56079N,,18mm,63mm,170mm,,,,,,,Akebono,Acoustic,"22042, 22043, 22044","D1286 8403, D1509 8403",With anti-squeal shim,,,,
INFINITI,QX80,08/13,>,5.6 AWD,09/13,>,298,405,Brake pads,Prime,P 56 082,,15mm,50mm,128mm,,,,,,,,Acoustic,"25340, 25341, 25342, 25343",D1510 8719,With anti-squeal shim,,,,
INFINITI,QX80,08/13,>,5.6 AWD,09/13,>,298,405,Brake pads,Prime Ceramic,P56082N,,15mm,50mm,128mm,,,,,,,,Acoustic,"25340, 25341, 25342, 25343",D1510 8719,With anti-squeal shim,,,,
INFINITI,QX80,08/13,>,5.6 AWD,09/13,>,298,405,UPGRADE GT kit,GT | A6 | D,1J1.9011A_,380mm,34mm,,,,,,,,,,,,,,,6,2 pieces,2 pieces
INFINITI,QX80,08/13,>,5.6 AWD,09/13,>,298,405,UPGRADE GT kit,GT | A6 | TY1,1J2.9011A_,380mm,34mm,,,,,,,,,,,,,,,6,2 pieces,2 pieces
INFINITI,QX80,08/13,>,5.6 AWD,09/13,>,298,405,UPGRADE GT kit,GT | A6 | TY3,1J3.9011A_,380mm,34mm,,,,,,,,,,,,,,,6,2 pieces,2 pieces
